date,age_format,cases
2021-12-14,5-9,6146
2021-12-14,50-54,4589
2021-12-14,55-59,3366
2021-12-14,60-64,1885
2021-12-14,65-69,888
2021-12-14,70-74,560
2021-12-14,75-79,371
2021-12-14,80-84,223
2021-12-14,85-89,124
2021-12-14,90+,116
2021-12-15,0-4,1631
2021-12-15,10-14,5828
2021-12-15,15-19,6408
2021-12-15,20-24,12237
2021-12-15,25-29,15278
2021-12-15,30-34,12914
2021-12-15,35-39,10082
2021-12-15,40-44,8509
2021-12-15,45-49,6859
2021-12-15,5-9,5315
2021-12-15,50-54,5231
2021-12-15,55-59,3869
2021-12-15,60-64,2165
2021-12-15,65-69,1073
2021-12-15,70-74,680
2021-12-15,75-79,428
2021-12-15,80-84,255
2021-12-15,85-89,133
2021-12-15,90+,111
2021-12-16,0-4,1627
2021-12-16,10-14,5898
2021-12-16,15-19,6922
2021-12-16,20-24,12469
2021-12-16,25-29,14949
2021-12-16,30-34,12239
2021-12-16,35-39,9388
2021-12-16,40-44,7900
2021-12-16,45-49,6887
2021-12-16,5-9,5801
2021-12-16,50-54,4936
2021-12-16,55-59,4147
2021-12-16,60-64,2482
2021-12-16,65-69,1385
2021-12-16,70-74,811
2021-12-16,75-79,556
2021-12-16,80-84,256
2021-12-16,85-89,199
2021-12-16,90+,118
2021-12-17,0-4,1524
2021-12-17,10-14,5604
2021-12-17,15-19,6118
2021-12-17,20-24,11019
2021-12-17,25-29,12239
2021-12-17,30-34,11506
2021-12-17,35-39,8382
2021-12-17,40-44,7173
2021-12-17,45-49,6259
2021-12-17,5-9,4837
2021-12-17,50-54,4721
2021-12-17,55-59,3754
2021-12-17,60-64,2228
2021-12-17,65-69,1382
2021-12-17,70-74,878
2021-12-17,75-79,517
2021-12-17,80-84,289
2021-12-17,85-89,191
2021-12-17,90+,131
2021-12-18,0-4,1544
2021-12-18,10-14,5436
2021-12-18,15-19,6300
2021-12-18,20-24,9586
2021-12-18,25-29,9934
2021-12-18,30-34,9055
2021-12-18,35-39,7614
2021-12-18,40-44,6393
2021-12-18,45-49,5256
2021-12-18,5-9,4335
2021-12-18,50-54,4442
2021-12-18,55-59,3455
2021-12-18,60-64,2103
2021-12-18,65-69,1174
2021-12-18,70-74,837
2021-12-18,75-79,506
2021-12-18,80-84,295
2021-12-18,85-89,192
2021-12-18,90+,122
2021-12-19,0-4,1437
2021-12-19,10-14,7323
2021-12-19,15-19,6250
2021-12-19,20-24,9322
2021-12-19,25-29,11135
2021-12-19,30-34,11234
2021-12-19,35-39,7398
2021-12-19,40-44,6429
2021-12-19,45-49,5524
2021-12-19,5-9,4179
2021-12-19,50-54,4514
2021-12-19,55-59,0
2021-12-19,60-64,2129
2021-12-19,65-69,1416
2021-12-19,70-74,829
2021-12-19,75-79,579
2021-12-19,80-84,321
2021-12-19,85-89,0
2021-12-19,90+,165
2021-12-20,0-4,1993
2021-12-20,10-14,7990
2021-12-20,15-19,8517
2021-12-20,20-24,14186
2021-12-20,25-29,14977
2021-12-20,30-34,13534
2021-12-20,35-39,11571
2021-12-20,40-44,10569
2021-12-20,45-49,8248
2021-12-20,5-9,5482
2021-12-20,50-54,7002
2021-12-20,55-59,5481
2021-12-20,60-64,3359
2021-12-20,65-69,1914
2021-12-20,70-74,1273
2021-12-20,75-79,845
2021-12-20,80-84,550
2021-12-20,85-89,370
2021-12-20,90+,284
2021-12-21,0-4,1977
2021-12-21,10-14,7643
2021-12-21,15-19,0
2021-12-21,20-24,0
2021-12-21,25-29,17461
2021-12-21,30-34,0
2021-12-21,35-39,13122
2021-12-21,40-44,11700
2021-12-21,45-49,10735
2021-12-21,5-9,5266
2021-12-21,50-54,7853
2021-12-21,55-59,6038
2021-12-21,60-64,3703
2021-12-21,65-69,2222
2021-12-21,70-74,1671
2021-12-21,75-79,930
2021-12-21,80-84,528
2021-12-21,85-89,429
2021-12-21,90+,0
2021-12-22,0-4,2040
2021-12-22,10-14,7009
2021-12-22,15-19,9311
2021-12-22,20-24,16502
2021-12-22,25-29,18146
2021-12-22,30-34,16709
2021-12-22,35-39,14206
2021-12-22,40-44,12245
2021-12-22,45-49,10169
2021-12-22,5-9,5064
2021-12-22,50-54,8419
2021-12-22,55-59,6676
2021-12-22,60-64,4230
2021-12-22,65-69,2358
2021-12-22,70-74,1729
2021-12-22,75-79,1129
2021-12-22,80-84,588
2021-12-22,85-89,372
2021-12-22,90+,265
2021-12-23,0-4,2239
2021-12-23,10-14,7630
2021-12-23,15-19,10270
2021-12-23,20-24,17398
2021-12-23,25-29,18717
2021-12-23,30-34,17035
2021-12-23,35-39,13727
2021-12-23,40-44,12770
2021-12-23,45-49,11016
2021-12-23,5-9,5151
2021-12-23,50-54,9542
2021-12-23,55-59,7570
2021-12-23,60-64,4625
2021-12-23,65-69,2804
2021-12-23,70-74,2007
2021-12-23,75-79,1338
2021-12-23,80-84,733
2021-12-23,85-89,555
2021-12-23,90+,297
2021-12-24,0-4,1956
2021-12-24,10-14,6056
2021-12-24,15-19,7970
2021-12-24,20-24,16202
2021-12-24,25-29,13472
2021-12-24,30-34,14419
2021-12-24,35-39,13614
2021-12-24,40-44,10378
2021-12-24,45-49,9099
2021-12-24,5-9,4571
2021-12-24,50-54,9400
2021-12-24,55-59,6349
2021-12-24,60-64,4483
2021-12-24,65-69,2813
2021-12-24,70-74,2101
2021-12-24,75-79,1382
2021-12-24,80-84,720
2021-12-24,85-89,447
2021-12-24,90+,301
2021-12-25,0-4,783
2021-12-25,10-14,2870
2021-12-25,15-19,3935
2021-12-25,20-24,6113
2021-12-25,25-29,6378
2021-12-25,30-34,6560
2021-12-25,35-39,6086
2021-12-25,40-44,5506
2021-12-25,45-49,4800
2021-12-25,5-9,1908
2021-12-25,50-54,4362
2021-12-25,55-59,3585
2021-12-25,60-64,2438
2021-12-25,65-69,1553
2021-12-25,70-74,1237
2021-12-25,75-79,772
2021-12-25,80-84,405
2021-12-25,85-89,247
2021-12-25,90+,148
2021-12-26,0-4,2553
2021-12-26,10-14,4790
2021-12-26,15-19,6215
2021-12-26,20-24,17641
2021-12-26,25-29,11151
2021-12-26,30-34,16585
2021-12-26,35-39,10234
2021-12-26,40-44,0
2021-12-26,45-49,7767
2021-12-26,5-9,0
2021-12-26,50-54,6906
2021-12-26,55-59,5699
2021-12-26,60-64,4503
2021-12-26,65-69,3031
2021-12-26,70-74,1801
2021-12-26,75-79,1215
2021-12-26,80-84,674
2021-12-26,85-89,422
2021-12-26,90+,0
2021-12-27,0-4,2638
2021-12-27,10-14,6970
2021-12-27,15-19,9432
2021-12-27,20-24,15661
2021-12-27,25-29,17784
2021-12-27,30-34,17515
2021-12-27,35-39,15400
2021-12-27,40-44,13405
2021-12-27,45-49,11890
2021-12-27,5-9,5391
2021-12-27,50-54,11345
2021-12-27,55-59,9241
2021-12-27,60-64,6456
2021-12-27,65-69,3897
2021-12-27,70-74,3008
2021-12-27,75-79,1977
2021-12-27,80-84,1220
2021-12-27,85-89,870
2021-12-27,90+,705
2021-12-28,0-4,2876
2021-12-28,10-14,7966
2021-12-28,15-19,10668
2021-12-28,20-24,19520
2021-12-28,25-29,20266
2021-12-28,30-34,18775
2021-12-28,35-39,16041
2021-12-28,40-44,15031
2021-12-28,45-49,13017
2021-12-28,5-9,5387
2021-12-28,50-54,12264
2021-12-28,55-59,10599
2021-12-28,60-64,7460
2021-12-28,65-69,5333
2021-12-28,70-74,3778
2021-12-28,75-79,0
2021-12-28,80-84,1521
2021-12-28,85-89,960
2021-12-28,90+,823
2021-12-29,0-4,3239
2021-12-29,10-14,8730
2021-12-29,15-19,13635
2021-12-29,20-24,24434
2021-12-29,25-29,27094
2021-12-29,30-34,23944
2021-12-29,35-39,20641
2021-12-29,40-44,17532
2021-12-29,45-49,16399
2021-12-29,5-9,6100
2021-12-29,50-54,16212
2021-12-29,55-59,14133
2021-12-29,60-64,10110
2021-12-29,65-69,6735
2021-12-29,70-74,5377
2021-12-29,75-79,3633
2021-12-29,80-84,2260
2021-12-29,85-89,1384
2021-12-29,90+,1019
2021-12-30,0-4,3219
2021-12-30,10-14,7573
2021-12-30,15-19,11001
2021-12-30,20-24,36746
2021-12-30,25-29,23045
2021-12-30,30-34,21150
2021-12-30,35-39,18060
2021-12-30,40-44,20173
2021-12-30,45-49,14017
2021-12-30,5-9,5726
2021-12-30,50-54,23476
2021-12-30,55-59,12302
2021-12-30,60-64,0
2021-12-30,65-69,8630
2021-12-30,70-74,4586
2021-12-30,75-79,4723
2021-12-30,80-84,2002
2021-12-30,85-89,1224
2021-12-30,90+,914
2021-12-31,0-4,0
2021-12-31,10-14,0
2021-12-31,15-19,0
2021-12-31,20-24,17925
2021-12-31,25-29,0
2021-12-31,30-34,19753
2021-12-31,35-39,0
2021-12-31,40-44,14185
2021-12-31,45-49,0
2021-12-31,5-9,0
2021-12-31,50-54,13711
2021-12-31,55-59,0
2021-12-31,60-64,8656
2021-12-31,65-69,5666
2021-12-31,70-74,4304
2021-12-31,75-79,3034
2021-12-31,80-84,1776
2021-12-31,85-89,0
2021-12-31,90+,731
2022-01-01,0-4,1961
2022-01-01,10-14,4627
2022-01-01,15-19,5972
2022-01-01,20-24,9104
2022-01-01,25-29,10633
2022-01-01,30-34,10490
2022-01-01,35-39,9183
2022-01-01,40-44,7899
2022-01-01,45-49,7053
2022-01-01,5-9,3644
2022-01-01,50-54,7496
2022-01-01,55-59,6491
2022-01-01,60-64,4958
2022-01-01,65-69,2959
2022-01-01,70-74,2439
2022-01-01,75-79,1647
2022-01-01,80-84,994
2022-01-01,85-89,599
2022-01-01,90+,368
2022-01-02,0-4,2826
2022-01-02,10-14,8954
2022-01-02,15-19,11696
2022-01-02,20-24,15325
2022-01-02,25-29,16452
2022-01-02,30-34,15700
2022-01-02,35-39,13484
2022-01-02,40-44,15267
2022-01-02,45-49,13570
2022-01-02,5-9,5769
2022-01-02,50-54,12461
2022-01-02,55-59,11791
2022-01-02,60-64,7357
2022-01-02,65-69,4630
2022-01-02,70-74,4072
2022-01-02,75-79,2716
2022-01-02,80-84,1268
2022-01-02,85-89,1027
2022-01-02,90+,545
2022-01-03,0-4,3651
2022-01-03,10-14,9954
2022-01-03,15-19,13814
2022-01-03,20-24,20438
2022-01-03,25-29,21907
2022-01-03,30-34,19870
2022-01-03,35-39,17215
2022-01-03,40-44,15220
2022-01-03,45-49,13459
2022-01-03,5-9,7679
2022-01-03,50-54,13630
2022-01-03,55-59,11649
2022-01-03,60-64,8134
2022-01-03,65-69,4937
2022-01-03,70-74,3775
2022-01-03,75-79,2585
2022-01-03,80-84,1623
2022-01-03,85-89,1132
2022-01-03,90+,914
2022-01-04,0-4,4117
2022-01-04,10-14,13318
2022-01-04,15-19,19002
2022-01-04,20-24,25339
2022-01-04,25-29,26483
2022-01-04,30-34,23753
2022-01-04,35-39,19850
2022-01-04,40-44,17366
2022-01-04,45-49,15875
2022-01-04,5-9,8982
2022-01-04,50-54,16715
2022-01-04,55-59,14080
2022-01-04,60-64,9956
2022-01-04,65-69,6016
2022-01-04,70-74,4536
2022-01-04,75-79,3243
2022-01-04,80-84,1976
2022-01-04,85-89,1357
2022-01-04,90+,1044
2022-01-05,0-4,3671
2022-01-05,10-14,13697
2022-01-05,15-19,16114
2022-01-05,20-24,19413
2022-01-05,25-29,19673
2022-01-05,30-34,17659
2022-01-05,35-39,15021
2022-01-05,40-44,13194
2022-01-05,45-49,11774
2022-01-05,5-9,8585
2022-01-05,50-54,12171
2022-01-05,55-59,10306
2022-01-05,60-64,7415
2022-01-05,65-69,4456
2022-01-05,70-74,3441
2022-01-05,75-79,2418
2022-01-05,80-84,1513
2022-01-05,85-89,1023
2022-01-05,90+,790
2022-01-06,0-4,3424
2022-01-06,10-14,11188
2022-01-06,15-19,15032
2022-01-06,20-24,15362
2022-01-06,25-29,15858
2022-01-06,30-34,14476
2022-01-06,35-39,12796
2022-01-06,40-44,17038
2022-01-06,45-49,14832
2022-01-06,5-9,7666
2022-01-06,50-54,15668
2022-01-06,55-59,18003
2022-01-06,60-64,7653
2022-01-06,65-69,3742
2022-01-06,70-74,6000
2022-01-06,75-79,4205
2022-01-06,80-84,0
2022-01-06,85-89,817
2022-01-06,90+,668
2022-01-07,0-4,2894
2022-01-07,10-14,0
2022-01-07,15-19,7776
2022-01-07,20-24,11758
2022-01-07,25-29,0
2022-01-07,30-34,11998
2022-01-07,35-39,10436
2022-01-07,40-44,8881
2022-01-07,45-49,6887
2022-01-07,5-9,0
2022-01-07,50-54,7143
2022-01-07,55-59,8287
2022-01-07,60-64,4836
2022-01-07,65-69,0
2022-01-07,70-74,2582
2022-01-07,75-79,1616
2022-01-07,80-84,1146
2022-01-07,85-89,0
2022-01-07,90+,633
2022-01-08,0-4,2745
2022-01-08,10-14,5517
2022-01-08,15-19,5724
2022-01-08,20-24,7025
2022-01-08,25-29,7614
2022-01-08,30-34,7714
2022-01-08,35-39,6892
2022-01-08,40-44,6109
2022-01-08,45-49,5234
2022-01-08,5-9,5849
2022-01-08,50-54,5502
2022-01-08,55-59,4695
2022-01-08,60-64,3424
2022-01-08,65-69,2117
2022-01-08,70-74,1690
2022-01-08,75-79,1201
2022-01-08,80-84,760
2022-01-08,85-89,480
2022-01-08,90+,397
2022-01-09,0-4,3091
2022-01-09,10-14,7153
2022-01-09,15-19,5965
2022-01-09,20-24,6403
2022-01-09,25-29,7093
2022-01-09,30-34,7722
2022-01-09,35-39,7063
2022-01-09,40-44,6221
2022-01-09,45-49,5291
2022-01-09,5-9,7274
2022-01-09,50-54,5336
2022-01-09,55-59,4552
2022-01-09,60-64,3247
2022-01-09,65-69,2021
2022-01-09,70-74,1453
2022-01-09,75-79,1076
2022-01-09,80-84,686
2022-01-09,85-89,470
2022-01-09,90+,430
2022-01-10,0-4,4960
2022-01-10,10-14,11359
2022-01-10,15-19,7981
2022-01-10,20-24,14672
2022-01-10,25-29,16090
2022-01-10,30-34,13634
2022-01-10,35-39,14929
2022-01-10,40-44,8729
2022-01-10,45-49,7058
2022-01-10,5-9,11878
2022-01-10,50-54,7028
2022-01-10,55-59,9329
2022-01-10,60-64,4418
2022-01-10,65-69,2606
2022-01-10,70-74,2052
2022-01-10,75-79,1552
2022-01-10,80-84,1258
2022-01-10,85-89,1163
2022-01-10,90+,911
2022-01-11,0-4,4139
2022-01-11,10-14,9220
2022-01-11,15-19,6566
2022-01-11,20-24,7153
2022-01-11,25-29,8664
2022-01-11,30-34,9607
2022-01-11,35-39,9076
2022-01-11,40-44,7699
2022-01-11,45-49,6063
2022-01-11,5-9,10201
2022-01-11,50-54,5898
2022-01-11,55-59,4881
2022-01-11,60-64,3592
2022-01-11,65-69,2144
2022-01-11,70-74,1718
2022-01-11,75-79,1309
2022-01-11,80-84,981
2022-01-11,85-89,745
2022-01-11,90+,742
2022-01-12,0-4,3764
2022-01-12,10-14,8588
2022-01-12,15-19,5624
2022-01-12,20-24,7367
2022-01-12,25-29,7568
2022-01-12,30-34,9991
2022-01-12,35-39,8517
2022-01-12,40-44,7177
2022-01-12,45-49,6412
2022-01-12,5-9,10157
2022-01-12,50-54,5113
2022-01-12,55-59,5089
2022-01-12,60-64,3281
2022-01-12,65-69,0
2022-01-12,70-74,1527
2022-01-12,75-79,1161
2022-01-12,80-84,911
2022-01-12,85-89,664
2022-01-12,90+,0
2022-01-13,0-4,3966
2022-01-13,10-14,8716
2022-01-13,15-19,5054
2022-01-13,20-24,5769
2022-01-13,25-29,6624
2022-01-13,30-34,8447
2022-01-13,35-39,7843
2022-01-13,40-44,7595
2022-01-13,45-49,5340
2022-01-13,5-9,10386
2022-01-13,50-54,4521
2022-01-13,55-59,3874
2022-01-13,60-64,0
2022-01-13,65-69,1864
2022-01-13,70-74,0
2022-01-13,75-79,997
2022-01-13,80-84,825
2022-01-13,85-89,657
2022-01-13,90+,671
2022-01-14,0-4,3992
2022-01-14,10-14,8205
2022-01-14,15-19,0
2022-01-14,20-24,4683
2022-01-14,25-29,5651
2022-01-14,30-34,6577
2022-01-14,35-39,6863
2022-01-14,40-44,5742
2022-01-14,45-49,4530
2022-01-14,5-9,10203
2022-01-14,50-54,0
2022-01-14,55-59,3313
2022-01-14,60-64,2594
2022-01-14,65-69,1590
2022-01-14,70-74,1244
2022-01-14,75-79,1107
2022-01-14,80-84,0
2022-01-14,85-89,629
2022-01-14,90+,641
2022-01-15,0-4,3776
2022-01-15,10-14,7867
2022-01-15,15-19,3846
2022-01-15,20-24,3477
2022-01-15,25-29,4599
2022-01-15,30-34,5782
2022-01-15,35-39,6234
2022-01-15,40-44,5207
2022-01-15,45-49,3832
2022-01-15,5-9,10396
2022-01-15,50-54,3303
2022-01-15,55-59,2685
2022-01-15,60-64,2113
2022-01-15,65-69,1322
2022-01-15,70-74,1006
2022-01-15,75-79,796
2022-01-15,80-84,513
2022-01-15,85-89,383
2022-01-15,90+,296
2022-01-16,0-4,4634
2022-01-16,10-14,12071
2022-01-16,15-19,6986
2022-01-16,20-24,4697
2022-01-16,25-29,6884
2022-01-16,30-34,7157
2022-01-16,35-39,7482
2022-01-16,40-44,6747
2022-01-16,45-49,5495
2022-01-16,5-9,14069
2022-01-16,50-54,4304
2022-01-16,55-59,3479
2022-01-16,60-64,2276
2022-01-16,65-69,0
2022-01-16,70-74,1022
2022-01-16,75-79,842
2022-01-16,80-84,471
2022-01-16,85-89,373
2022-01-16,90+,483
2022-01-17,0-4,5728
2022-01-17,10-14,14906
2022-01-17,15-19,6744
2022-01-17,20-24,5434
2022-01-17,25-29,8159
2022-01-17,30-34,0
2022-01-17,35-39,10516
2022-01-17,40-44,9228
2022-01-17,45-49,6732
2022-01-17,5-9,0
2022-01-17,50-54,5456
2022-01-17,55-59,4511
2022-01-17,60-64,3097
2022-01-17,65-69,1900
2022-01-17,70-74,1473
2022-01-17,75-79,1183
2022-01-17,80-84,0
2022-01-17,85-89,0
2022-01-17,90+,845
2022-01-18,0-4,4908
2022-01-18,10-14,13146
2022-01-18,15-19,6083
2022-01-18,20-24,5129
2022-01-18,25-29,6927
2022-01-18,30-34,9429
2022-01-18,35-39,10494
2022-01-18,40-44,9567
2022-01-18,45-49,6148
2022-01-18,5-9,16282
2022-01-18,50-54,4668
2022-01-18,55-59,3662
2022-01-18,60-64,2763
2022-01-18,65-69,1748
2022-01-18,70-74,1324
2022-01-18,75-79,935
2022-01-18,80-84,708
2022-01-18,85-89,742
2022-01-18,90+,525
2022-01-19,0-4,4353
2022-01-19,10-14,11522
2022-01-19,15-19,5621
2022-01-19,20-24,4924
2022-01-19,25-29,6556
2022-01-19,30-34,9405
2022-01-19,35-39,10104
2022-01-19,40-44,10928
2022-01-19,45-49,6120
2022-01-19,5-9,12865
2022-01-19,50-54,4644
2022-01-19,55-59,0
2022-01-19,60-64,2668
2022-01-19,65-69,1781
2022-01-19,70-74,1351
2022-01-19,75-79,908
2022-01-19,80-84,0
2022-01-19,85-89,856
2022-01-19,90+,529
2022-01-20,0-4,3746
2022-01-20,10-14,10686
2022-01-20,15-19,4836
2022-01-20,20-24,4189
2022-01-20,25-29,5608
2022-01-20,30-34,7754
2022-01-20,35-39,8721
2022-01-20,40-44,8024
2022-01-20,45-49,5546
2022-01-20,5-9,12363
2022-01-20,50-54,4130
2022-01-20,55-59,3135
2022-01-20,60-64,2365
2022-01-20,65-69,1605
2022-01-20,70-74,1218
2022-01-20,75-79,871
2022-01-20,80-84,628
2022-01-20,85-89,521
2022-01-20,90+,508
2022-01-21,0-4,3719
2022-01-21,10-14,10139
2022-01-21,15-19,4356
2022-01-21,20-24,3719
2022-01-21,25-29,4895
2022-01-21,30-34,6380
2022-01-21,35-39,7555
2022-01-21,40-44,6946
2022-01-21,45-49,4898
2022-01-21,5-9,12114
2022-01-21,50-54,3775
2022-01-21,55-59,3152
2022-01-21,60-64,3559
2022-01-21,65-69,1532
2022-01-21,70-74,1244
2022-01-21,75-79,836
2022-01-21,80-84,1038
2022-01-21,85-89,780
2022-01-21,90+,0
2022-01-22,0-4,3046
2022-01-22,10-14,9774
2022-01-22,15-19,4081
2022-01-22,20-24,3126
2022-01-22,25-29,4046
2022-01-22,30-34,5792
2022-01-22,35-39,6825
2022-01-22,40-44,6238
2022-01-22,45-49,4560
2022-01-22,5-9,10978
2022-01-22,50-54,3296
2022-01-22,55-59,2518
2022-01-22,60-64,1919
2022-01-22,65-69,1266
2022-01-22,70-74,998
2022-01-22,75-79,684
2022-01-22,80-84,426
2022-01-22,85-89,289
2022-01-22,90+,282
2022-01-23,0-4,3327
2022-01-23,10-14,14209
2022-01-23,15-19,5671
2022-01-23,20-24,3889
2022-01-23,25-29,5009
2022-01-23,30-34,7138
2022-01-23,35-39,0
2022-01-23,40-44,7703
2022-01-23,45-49,5592
2022-01-23,5-9,18001
2022-01-23,50-54,4315
2022-01-23,55-59,3474
2022-01-23,60-64,2857
2022-01-23,65-69,1384
2022-01-23,70-74,1092
2022-01-23,75-79,728
2022-01-23,80-84,415
2022-01-23,85-89,518
2022-01-23,90+,251
2022-01-24,0-4,3778
2022-01-24,10-14,16957
2022-01-24,15-19,6818
2022-01-24,20-24,5086
2022-01-24,25-29,6502
2022-01-24,30-34,8877
2022-01-24,35-39,10742
2022-01-24,40-44,9559
2022-01-24,45-49,6827
2022-01-24,5-9,17117
2022-01-24,50-54,5678
2022-01-24,55-59,4312
2022-01-24,60-64,2912
2022-01-24,65-69,1805
2022-01-24,70-74,1404
2022-01-24,75-79,0
2022-01-24,80-84,0
2022-01-24,85-89,662
2022-01-24,90+,0
2022-01-25,0-4,3072
2022-01-25,10-14,13792
2022-01-25,15-19,6991
2022-01-25,20-24,4932
2022-01-25,25-29,6137
2022-01-25,30-34,10112
2022-01-25,35-39,11652
2022-01-25,40-44,9375
2022-01-25,45-49,6399
2022-01-25,5-9,12594
2022-01-25,50-54,5239
2022-01-25,55-59,3643
2022-01-25,60-64,2631
2022-01-25,65-69,1769
2022-01-25,70-74,1361
2022-01-25,75-79,1016
2022-01-25,80-84,682
2022-01-25,85-89,534
2022-01-25,90+,517
2022-01-26,0-4,2918
2022-01-26,10-14,11973
2022-01-26,15-19,5966
2022-01-26,20-24,5385
2022-01-26,25-29,7871
2022-01-26,30-34,7970
2022-01-26,35-39,11990
2022-01-26,40-44,10053
2022-01-26,45-49,0
2022-01-26,5-9,10507
2022-01-26,50-54,5626
2022-01-26,55-59,3751
2022-01-26,60-64,0
2022-01-26,65-69,1874
2022-01-26,70-74,1454
2022-01-26,75-79,942
2022-01-26,80-84,659
2022-01-26,85-89,532
2022-01-26,90+,495
2022-01-27,0-4,2464
2022-01-27,10-14,10904
2022-01-27,15-19,0
2022-01-27,20-24,5365
2022-01-27,25-29,6907
2022-01-27,30-34,6850
2022-01-27,35-39,8575
2022-01-27,40-44,9017
2022-01-27,45-49,6275
2022-01-27,5-9,9302
2022-01-27,50-54,5113
2022-01-27,55-59,3874
2022-01-27,60-64,2522
2022-01-27,65-69,1782
2022-01-27,70-74,1681
2022-01-27,75-79,1023
2022-01-27,80-84,625
2022-01-27,85-89,497
2022-01-27,90+,460
2022-01-28,0-4,2090
2022-01-28,10-14,9844
2022-01-28,15-19,4867
2022-01-28,20-24,4806
2022-01-28,25-29,5158
2022-01-28,30-34,5756
2022-01-28,35-39,7430
2022-01-28,40-44,6996
2022-01-28,45-49,4982
2022-01-28,5-9,8722
2022-01-28,50-54,4134
2022-01-28,55-59,3014
2022-01-28,60-64,2271
2022-01-28,65-69,1752
2022-01-28,70-74,1418
2022-01-28,75-79,976
2022-01-28,80-84,0
2022-01-28,85-89,522
2022-01-28,90+,485
2022-01-29,0-4,1905
2022-01-29,10-14,8884
2022-01-29,15-19,4325
2022-01-29,20-24,3084
2022-01-29,25-29,3729
2022-01-29,30-34,4992
2022-01-29,35-39,5782
2022-01-29,40-44,5682
2022-01-29,45-49,4532
2022-01-29,5-9,7081
2022-01-29,50-54,3516
2022-01-29,55-59,2753
2022-01-29,60-64,2032
2022-01-29,65-69,1443
2022-01-29,70-74,1162
2022-01-29,75-79,815
2022-01-29,80-84,457
2022-01-29,85-89,300
2022-01-29,90+,277
2022-01-30,0-4,2001
2022-01-30,10-14,14261
2022-01-30,15-19,6068
2022-01-30,20-24,3759
2022-01-30,25-29,4483
2022-01-30,30-34,6151
2022-01-30,35-39,7450
2022-01-30,40-44,7520
2022-01-30,45-49,5314
2022-01-30,5-9,8192
2022-01-30,50-54,4189
2022-01-30,55-59,3332
2022-01-30,60-64,2568
2022-01-30,65-69,1659
2022-01-30,70-74,1239
2022-01-30,75-79,862
2022-01-30,80-84,455
2022-01-30,85-89,313
2022-01-30,90+,249
2022-01-31,0-4,0
2022-01-31,10-14,13208
2022-01-31,15-19,6431
2022-01-31,20-24,0
2022-01-31,25-29,5733
2022-01-31,30-34,7013
2022-01-31,35-39,7888
2022-01-31,40-44,8428
2022-01-31,45-49,6614
2022-01-31,5-9,9066
2022-01-31,50-54,4930
2022-01-31,55-59,4009
2022-01-31,60-64,2949
2022-01-31,65-69,1831
2022-01-31,70-74,1441
2022-01-31,75-79,1070
2022-01-31,80-84,740
2022-01-31,85-89,629
2022-01-31,90+,532
2022-02-01,0-4,1914
2022-02-01,10-14,10091
2022-02-01,15-19,5783
2022-02-01,20-24,5243
2022-02-01,25-29,5869
2022-02-01,30-34,0
2022-02-01,35-39,0
2022-02-01,40-44,7298
2022-02-01,45-49,5781
2022-02-01,5-9,0
2022-02-01,50-54,4781
2022-02-01,55-59,0
2022-02-01,60-64,0
2022-02-01,65-69,1808
2022-02-01,70-74,0
2022-02-01,75-79,0
2022-02-01,80-84,668
2022-02-01,85-89,522
2022-02-01,90+,0
2022-02-02,0-4,1703
2022-02-02,10-14,8305
2022-02-02,15-19,5273
2022-02-02,20-24,4969
2022-02-02,25-29,5871
2022-02-02,30-34,7003
2022-02-02,35-39,7355
2022-02-02,40-44,6831
2022-02-02,45-49,5558
2022-02-02,5-9,5628
2022-02-02,50-54,4794
2022-02-02,55-59,3790
2022-02-02,60-64,2776
2022-02-02,65-69,1850
2022-02-02,70-74,1545
2022-02-02,75-79,1007
2022-02-02,80-84,695
2022-02-02,85-89,502
2022-02-02,90+,483
2022-02-03,0-4,1581
2022-02-03,10-14,7465
2022-02-03,15-19,4730
2022-02-03,20-24,4481
2022-02-03,25-29,4772
2022-02-03,30-34,5573
2022-02-03,35-39,6061
2022-02-03,40-44,0
2022-02-03,45-49,0
2022-02-03,5-9,4772
2022-02-03,50-54,3964
2022-02-03,55-59,4189
2022-02-03,60-64,2371
2022-02-03,65-69,1628
2022-02-03,70-74,1293
2022-02-03,75-79,975
2022-02-03,80-84,609
2022-02-03,85-89,444
2022-02-03,90+,416
2022-02-04,0-4,0
2022-02-04,10-14,5983
2022-02-04,15-19,3902
2022-02-04,20-24,3605
2022-02-04,25-29,3681
2022-02-04,30-34,0
2022-02-04,35-39,0
2022-02-04,40-44,4857
2022-02-04,45-49,4176
2022-02-04,5-9,3888
2022-02-04,50-54,3298
2022-02-04,55-59,2980
2022-02-04,60-64,2091
2022-02-04,65-69,0
2022-02-04,70-74,1238
2022-02-04,75-79,945
2022-02-04,80-84,567
2022-02-04,85-89,456
2022-02-04,90+,423
2022-02-05,0-4,1097
2022-02-05,10-14,4620
2022-02-05,15-19,3011
2022-02-05,20-24,2651
2022-02-05,25-29,2910
2022-02-05,30-34,3574
2022-02-05,35-39,3964
2022-02-05,40-44,3851
2022-02-05,45-49,3233
2022-02-05,5-9,3255
2022-02-05,50-54,2760
2022-02-05,55-59,2314
2022-02-05,60-64,1750
2022-02-05,65-69,1299
2022-02-05,70-74,1069
2022-02-05,75-79,707
2022-02-05,80-84,400
2022-02-05,85-89,260
2022-02-05,90+,209
2022-02-06,0-4,1126
2022-02-06,10-14,6693
